scenario,house_type,family_type,location,area,room,source_type,source_node,edge_type,target_type,target_node
1,단독주택,신혼부부,제주도,60,전체(집),cause,라떼 입양,motivation,action,단독주택 필요성 인식
1,단독주택,신혼부부,제주도,60,전체(집),action,단독주택 단지 여러 번 답사,motivation,action,정보 수집 및 이사 검토
1,단독주택,신혼부부,제주도,60,전체(집),cause,아파트에서 반려견 활동 제약 느낌,motivation,action,마당 있는 집 선호 강화
1,단독주택,신혼부부,제주도,60,전체(집),cause,지인의 단독주택 방문 경험,motivation,action,주택 짓기로 결심
1,단독주택,신혼부부,제주도,60,전체(집),action,단독주택 건축 결정,result,result,주택 특유의 여유·평온 경험
1,단독주택,신혼부부,제주도,60,전체(집),cause,코로나로 거리두기 일상화,motivation,action,집 내부 공간 활용 극대화
1,단독주택,신혼부부,제주도,60,전체(집),cause,집은 바꾸기 어려운 장기 자산,motivation,action,외관·외장재 우선 설계 기준 설정
1,단독주택,신혼부부,제주도,60,전체(집),cause,내가 원하는 집에 살아야 애착 형성,motivation,action,취향 명확화 및 일관된 의사결정
1,단독주택,신혼부부,제주도,60,전체(집),cause,예산 제약,constrain,action,"방은 작게, 공용 공간은 크게 설계"
1,단독주택,신혼부부,제주도,60,전체(집),action,공용 크고 방 작게 설계,result,result,거실·주방 시원한 개방감 확보
1,단독주택,신혼부부,제주도,60,전체(집),cause,자연과 가까운 삶 희망,motivation,action,큰 창·중정·조경 계획 반영
1,단독주택,신혼부부,제주도,60,외관,cause,외관은 한 번 지으면 바꾸기 어려움,motivation,action,외관 설계 초안 유지
1,단독주택,신혼부부,제주도,60,외관,cause,화이트+우드 조합 선호,selection,action,화이트 벽돌 + 루버 조합 채택
1,단독주택,신혼부부,제주도,60,외관,cause,벽돌의 견고·무게감 선호,selection,action,외장재로 벽돌 타일 선택
1,단독주택,신혼부부,제주도,60,외관,cause,유지보수 우려 제기,constrain,action,세라믹 사이딩 검토
1,단독주택,신혼부부,제주도,60,외관,cause,원하는 분위기엔 벽돌 타일 필수,motivation,action,세라믹 대신 벽돌 타일 고수
1,단독주택,신혼부부,제주도,60,외관,action,벽돌 타일 시공,result,result,견고하고 단단한 외관 구현
1,단독주택,신혼부부,제주도,60,외관,cause,루버의 질감 선호,selection,action,루버 요소를 내외부 디자인에 연속 적용
1,단독주택,신혼부부,제주도,60,외관,action,전문가의 마감 공력 투입,result,result,시간 경과해도 멋이 담기는 외관 완성
1,단독주택,신혼부부,제주도,60,외관,cause,방부목 색의 에이징 미감 수용,selection,action,방부목 채택 및 컬러 도장
1,단독주택,신혼부부,제주도,60,구성,action,2층 목조 주택 계획,result,result,약 60평 규모 주택 완성
1,단독주택,신혼부부,제주도,60,구성,action,본관(거실·부엌)과 별관(게스트룸·욕실·피트니스) 분리,result,result,중정을 통한 동선 분절 및 프라이버시 강화
1,단독주택,신혼부부,제주도,60,구성,cause,손님 프라이버시 보호 필요,motivation,action,게스트용 화장실을 별관에 배치
1,단독주택,신혼부부,제주도,60,구성,action,게스트룸·피트니스룸이 화장실 공유,result,result,공간 효율화 및 배관 집중
1,단독주택,신혼부부,제주도,60,중정,cause,어디서나 바깥 조망 희망,motivation,action,거실 주변에 큰 창 다수 계획
1,단독주택,신혼부부,제주도,60,중정,action,중정 설치,result,result,거실 어디서나 외부 조망 및 채광 확보
1,단독주택,신혼부부,제주도,60,창호,cause,답답함을 싫어함,motivation,action,커튼 최소화 및 통창 계획
1,단독주택,신혼부부,제주도,60,창호,action,침실 앞 통창 설치,result,result,작은 침실에도 개방감·채광 확보
1,단독주택,신혼부부,제주도,60,거실,cause,거실 체류시간 많음,motivation,action,거실을 크게·층고 높게 설계
1,단독주택,신혼부부,제주도,60,거실,action,층고 상승 및 실링팬 적용,result,result,이국적 공간감 연출
1,단독주택,신혼부부,제주도,60,거실,cause,동남아 모던 무드 의도,selection,action,"가구는 심플, 러그·식물·소품은 현지 무드로 선택"
1,단독주택,신혼부부,제주도,60,거실,action,태국산 식탁·스툴 구매,result,result,거실 컨셉 강화
1,단독주택,신혼부부,제주도,60,거실,cause,중정과 조경의 계절감 연출,motivation,action,큰 통창 앞 소파 배치
1,단독주택,신혼부부,제주도,60,거실,action,큰 통창 앞 소파 누워 벚꽃 감상,result,result,실내에서 사계 감상하는 휴식 경험
1,단독주택,신혼부부,제주도,60,서재,cause,남편의 독서·음악 취향,selection,action,2층 서재를 남편 전용 공간으로 계획
1,단독주택,신혼부부,제주도,60,서재,action,서재에 리클라이너·수백 장 CD 배치,result,result,조용한 독서·음악 감상 환경 제공
1,단독주택,신혼부부,제주도,60,서재,action,2층 서재에서 1층 거실 조망,result,result,수직적 시야 확장과 공간 연결감
1,단독주택,신혼부부,제주도,60,침실,cause,서로 다른 출근 시간·수면 간섭 최소화,motivation,action,침실 최소 크기 설계
1,단독주택,신혼부부,제주도,60,침실,action,침실을 침대 1개 크기로 계획,result,result,작지만 안락한 수면 환경
1,단독주택,신혼부부,제주도,60,침실,action,통창으로 중정 조망 확보,result,result,작은 방 답답함 해소
1,단독주택,신혼부부,제주도,60,드레스룸/마스터욕실,cause,호텔·온천 취향 반영,selection,action,큰 창과 노천탕 느낌 계획
1,단독주택,신혼부부,제주도,60,드레스룸/마스터욕실,action,세면·샤워 단차 설계,result,result,세면공간 건식 사용
1,단독주택,신혼부부,제주도,60,드레스룸/마스터욕실,cause,외부 루버 질감 실내 연속성 의도,motivation,action,목재 질감의 타일로 벽 마감
1,단독주택,신혼부부,제주도,60,드레스룸/마스터욕실,action,목재 느낌 타일 선택,result,result,동남아 리조트 감성 구현
1,단독주택,신혼부부,제주도,60,부엌,cause,보이는 물건 최소화 희망,motivation,action,상부장 배제·아일랜드로 수납 확보
1,단독주택,신혼부부,제주도,60,부엌,action,긴 싱크대 + 양면 수납 아일랜드 설치,result,result,미니멀한 주방 동선·정리 용이
1,단독주택,신혼부부,제주도,60,부엌,action,냉장고·식기세척기·밥솥 빌트인,result,result,일체감 있는 파사드 형성
1,단독주택,신혼부부,제주도,60,부엌,cause,상판은 깔끔하지만 가벼워 보이지 않게,selection,action,세라믹 상판 선택
1,단독주택,신혼부부,제주도,60,부엌,action,밝은 나무 싱크대 채택,result,result,바닥 타일·가구와 조화로운 톤 매칭
1,단독주택,신혼부부,제주도,60,조경,cause,큰 통창 앞 사계 연출 욕구,selection,action,왕벚나무 식재
1,단독주택,신혼부부,제주도,60,조경,action,왕벚나무 식재,result,result,하얀 벽돌·벚꽃·큰 창이 만드는 진입 경관 형성
1,단독주택,신혼부부,제주도,60,조경,cause,강아지 활동성 고려,constrain,action,메인 마당에 잔디 시공
1,단독주택,신혼부부,제주도,60,조경,cause,심플한 정원 취향,selection,action,중정에는 자갈·그라스 위주로 구성
1,단독주택,신혼부부,제주도,60,조경,action,중정에 단풍나무 한 그루 식재,result,result,소파에서 액자 같은 계절 변화 감상
1,단독주택,신혼부부,제주도,60,수영장,cause,라떼 수영 즐김,motivation,action,라떼 맞춤 크기·깊이의 수영장 설계
1,단독주택,신혼부부,제주도,60,수영장,action,온수 지원 수영장 시공,result,result,쌀쌀한 날에도 사용 가능
1,단독주택,신혼부부,제주도,60,수영장,action,수심 얕게 계획,result,result,어린 조카 이용 시 안전성 확보
1,단독주택,신혼부부,제주도,60,수영장,action,수영장·마당을 오가며 활동,result,result,가족 여가 만족도 상승
1,단독주택,신혼부부,제주도,60,수영장,cause,관리 난이도 존재,constrain,action,관리 부담 수용하며 유지 결정
1,단독주택,신혼부부,제주도,60,피트니스룸,cause,남편의 웨이트 운동 루틴,motivation,action,맞춤 제작 운동기구 도입
1,단독주택,신혼부부,제주도,60,피트니스룸,action,남편 전용 헬스장 구성,result,result,일상적 운동 실천 용이
1,단독주택,신혼부부,제주도,60,별관,cause,방문객 프라이버시 보장,motivation,action,게스트룸과 욕실을 별관에 분리 배치
1,단독주택,신혼부부,제주도,60,게스트룸,action,큰 붙박이장·퀸 침대 배치,result,result,숙박 편의성 확보
1,단독주택,신혼부부,제주도,60,화장실(별관),action,게스트·피트니스룸 공용 동선,result,result,사용 구역 분리로 본관 프라이버시 강화
1,단독주택,신혼부부,제주도,60,가구,cause,라떼 털빠짐·발톱 긁힘·오염,constrain,action,발수·내오염·이지클린 소파 구매
1,단독주택,신혼부부,제주도,60,가구,action,밝은 톤 소파 선택,result,result,떼까사 전체 톤과 조화
1,단독주택,신혼부부,제주도,60,가구,action,기능성 패브릭 가구 채택,result,result,반려동물 가정의 관리 용이성 확보
1,단독주택,신혼부부,제주도,60,재료,cause,미끄럼 위험 최소화 필요,constrain,action,미끄러짐 적은 타일 선택
1,단독주택,신혼부부,제주도,60,운영,action,아침 햇살 들어오는 주방 활용,result,result,벚나무 그림자 연출로 정서적 만족
1,단독주택,신혼부부,제주도,60,운영,action,거실에서 식사·대화 즐김,result,result,공용 공간 중심의 생활 패턴 확립
1,단독주택,신혼부부,제주도,60,운영,action,큰 창 앞 소파에서 벚꽃 감상,result,result,집 안에서 소확행 경험
1,단독주택,신혼부부,제주도,60,복층,cause,공용과 사적 공간 분리 의도,motivation,action,2층은 가족 전용·1층은 공용으로 계획
1,단독주택,신혼부부,제주도,60,복층,action,1층에서 2층 공간 노출 최소화,result,result,급 방문 시 2층 청소 부담 감소
1,단독주택,신혼부부,제주도,60,의사결정,cause,전문가 조언과 취향의 균형 필요,motivation,action,취향을 분명히 하고 핵심 요소는 고수
1,단독주택,신혼부부,제주도,60,의사결정,action,외관 핵심 재료 고수(벽돌 타일),result,result,원하던 분위기 정확히 구현
1,단독주택,신혼부부,제주도,60,반려동물,cause,라떼는 가족 구성원,motivation,action,식물·가구·마감 모두 반려동물 친화적으로 선택
1,단독주택,신혼부부,제주도,60,반려동물,action,강아지에 해롭지 않은 식재 선택,result,result,안전한 마당 환경 조성
1,단독주택,신혼부부,제주도,60,반려동물,action,수영 후 젖은 몸 이동 고려,constrain,action,내오염성 높은 가구·마감 선택
1,단독주택,신혼부부,제주도,60,반려동물,action,마당 왕래 빈번·여름 잦은 수영,result,result,기존 소파 오염 → 기능성 소파로 교체
1,단독주택,신혼부부,제주도,60,외관,cause,화이트 벽돌과 루버 혼합 매스 선호,motivation,action,네모반듯한 입면 구성
1,단독주택,신혼부부,제주도,60,외관,cause,세라믹 사이딩 실용성 장점 인지,constrain,action,미관 우선으로 대안 보류
1,단독주택,신혼부부,제주도,60,거실,action,큰 창 다량 배치,result,result,실내 채광·조망 극대화
1,단독주택,신혼부부,제주도,60,거실,action,실링팬 설치,result,result,상부 체감 온도 조절·공기순환 개선
1,단독주택,신혼부부,제주도,60,부엌,action,상부장 미설치,result,result,시야 개방과 시각적 미니멀리즘
1,단독주택,신혼부부,제주도,60,부엌,action,빌트인 가전 일체화,result,result,파사드 정돈·가전 노출 최소화
1,단독주택,신혼부부,제주도,60,조경,action,중정 자갈 포장,result,result,유지관리 부담 완화·심플 미감
1,단독주택,신혼부부,제주도,60,조경,action,단풍나무 1그루 포인트,result,result,계절감 포인트 연출
1,단독주택,신혼부부,제주도,60,침실,action,통창 배치,result,result,채광 확보·공간 확장감
1,단독주택,신혼부부,제주도,60,마스터욕실,action,목재 질감 타일,result,result,습식 공간에서도 리조트 무드 구현
1,단독주택,신혼부부,제주도,60,수영장,action,온수 시스템,result,result,사계절 활용도 증대
1,단독주택,신혼부부,제주도,60,피트니스룸,action,맞춤 기구 배치,result,result,운동 루틴 지속 가능성 향상
1,단독주택,신혼부부,제주도,60,서재,action,리클라이너 배치,result,result,장시간 독서·청취 쾌적성 향상
1,단독주택,신혼부부,제주도,60,거실,cause,동남아 무드 소품 직접 공수,selection,action,현지감 있는 데코 완성
1,단독주택,신혼부부,제주도,60,거실,cause,라떼 침대도 동남아 무드로 선택,selection,action,공간 컨셉 일관성 강화
1,단독주택,신혼부부,제주도,60,부엌,cause,밝은 우드 톤 선택,selection,action,바닥 타일·가구와 자연스러운 조화
1,단독주택,신혼부부,제주도,60,외관,cause,방부목 색상 선택,selection,action,시간 경과의 멋 수용
1,단독주택,신혼부부,제주도,60,조경,cause,왕벚나무(겹벚꽃 대신 왕벚) 채택,selection,action,부지·환경 적합성과 스케일 매칭
1,단독주택,신혼부부,제주도,60,조경,cause,강아지 활동성으로 중정 자갈만으론 부족,constrain,action,메인 마당은 잔디로 결정
1,단독주택,신혼부부,제주도,60,가구,cause,오염·긁힘·물기 빈번,constrain,action,기능성 패브릭 채택
1,단독주택,신혼부부,제주도,60,운영,cause,수영장 관리 난이도 높음,constrain,action,관리 루틴 수용·유지
1,단독주택,신혼부부,제주도,60,거실,action,큰 통창·중정 조합,result,result,실내에서 사계절 풍경 감상
1,단독주택,신혼부부,제주도,60,부엌,action,수납 최적화·노출 최소화,result,result,정돈된 미니멀 주방 경험
1,단독주택,신혼부부,제주도,60,외관,action,벽돌·루버 조합,result,result,견고함과 따뜻한 질감 공존
1,단독주택,신혼부부,제주도,60,마스터욕실,action,노천탕 느낌 구현,result,result,휴양지 같은 목욕 경험
1,단독주택,신혼부부,제주도,60,조경,action,왕벚나무·단풍나무 포인트,result,result,계절별 장면 전환으로 정서적 만족 증가
1,단독주택,신혼부부,제주도,60,수영장,action,라떼 맞춤 수영장,result,result,반려견 행복·가족 놀이 증가
1,단독주택,신혼부부,제주도,60,거실,cause,TV 보며 식사하는 시간 선호,motivation,action,식탁 중심 배치
1,단독주택,신혼부부,제주도,60,거실,cause,거실·주방 뻥 뚫린 구조 요청,motivation,action,파티형 공용공간 구현
1,단독주택,신혼부부,제주도,60,창호,cause,큰 창 다량 설치,motivation,result,거실 어디서나 외부 조망
1,단독주택,신혼부부,제주도,60,중정,cause,야간 조명 연출,motivation,result,숨어 있는 정원 분위기
1,단독주택,신혼부부,제주도,60,별관,cause,중정을 통과해야 출입,motivation,action,본관·별관 프라이버시 강화
1,단독주택,신혼부부,제주도,60,서재,cause,아침 재즈 감상 루틴,motivation,action,감성적 하루 시작
1,단독주택,신혼부부,제주도,60,운영,cause,마당에서 커피 타임,motivation,action,자연 속 휴식 루틴 확립
2,단독주택,아이가있는집,null,60,전체(집),cause,남향 ㄷ자 배치로 채광과 마당 활용을 극대화하고 싶음,selection,action,남향 ㄷ자 배치 채택
2,단독주택,아이가있는집,null,60,전체(집),action,남향 ㄷ자 배치 채택,result,result,마당과 실내 채광 극대화
2,단독주택,아이가있는집,null,60,전체(집),cause,주차 규정상 2대 확보 필요,constrain,action,대문과 주차장 구획 명확히 설계
2,단독주택,아이가있는집,null,60,전체(집),action,대문과 주차장 구획 명확히 설계,result,result,법정 주차대수 충족
2,단독주택,아이가있는집,null,60,정원/마당/데크,cause,야외 생활과 아이 놀이가 가능한 외부 공간 원함,motivation,action,"석재 데크와 잔디, 조경 계획"
2,단독주택,아이가있는집,null,60,정원/마당/데크,action,"석재 데크와 잔디, 조경 계획",result,result,야외 놀이·관찰·휴식이 가능한 정원 완성
2,단독주택,아이가있는집,null,60,정원/마당/데크,cause,간결한 조경으로 유지관리 부담을 낮추고 싶음,selection,action,바위 두 개와 청단풍 중심의 단정한 조경
2,단독주택,아이가있는집,null,60,정원/마당/데크,action,바위 두 개와 청단풍 중심의 단정한 조경,result,result,관리 용이성과 시각적 포인트 확보
2,단독주택,아이가있는집,null,60,정원/마당/데크,cause,밤에도 고즈넉한 분위기를 연출하고 싶음,selection,action,외부 벽등을 센스 있게 배치
2,단독주택,아이가있는집,null,60,정원/마당/데크,action,외부 벽등을 센스 있게 배치,result,result,저조도에서도 고요한 분위기 구현
2,단독주택,아이가있는집,null,60,정원/마당/데크,cause,봄철 벚꽃 뷰를 실내로 끌어들이고 싶음,selection,action,정원 동선과 창 배치 조정
2,단독주택,아이가있는집,null,60,정원/마당/데크,action,정원 동선과 창 배치 조정,result,result,실내에서 벚꽃 경관 감상 가능
2,단독주택,아이가있는집,null,60,외장,cause,외장을 벽돌로 하고 싶었음,constrain,action,유지보수 고려해 세라믹 사이딩 베이지색 선택
2,단독주택,아이가있는집,null,60,외장,action,유지보수 고려해 세라믹 사이딩 베이지색 선택,result,result,외벽이 늘 새 것처럼 깨끗하게 유지
2,단독주택,아이가있는집,null,60,외장,cause,세라믹 사이딩은 타 외장재 대비 단열이 다소 낮음,constrain,action,세라믹 사이딩 사용 후 보완 고려
2,단독주택,아이가있는집,null,60,외장,action,세라믹 사이딩 사용 후 보완 고려,result,result,겨울 체감온도 소폭 하락 가능성
2,단독주택,아이가있는집,null,60,외장,cause,건물 얼굴을 담백하게 보이고 싶음,selection,action,세라믹 사이딩의 미색 톤 선택
2,단독주택,아이가있는집,null,60,외장,action,세라믹 사이딩의 미색 톤 선택,result,result,담백하고 깔끔한 외관 연출
2,단독주택,아이가있는집,null,60,외장,cause,입면에서 과도한 장식을 피하고 싶음,selection,action,단순 재료 대비와 비례 설계
2,단독주택,아이가있는집,null,60,외장,action,단순 재료 대비와 비례 설계,result,result,정갈하고 묵직한 인상 형성
2,단독주택,아이가있는집,null,60,대문,cause,사방이 집으로 둘러싸여 정면 노출이 어려움,motivation,action,대문에 힘을 주는 디자인 전략 채택
2,단독주택,아이가있는집,null,60,대문,action,대문에 힘을 주는 디자인 전략 채택,result,result,진입 인상 강화 및 아이덴티티 확보
2,단독주택,아이가있는집,null,60,대문,cause,외부 시선 차단과 일부 투과를 동시에 원함,selection,action,스테인리스 스틸 루버 어둡게 코팅
2,단독주택,아이가있는집,null,60,대문,action,스테인리스 스틸 루버 어둡게 코팅,result,result,"대문·주차장만 투과, 내부 프라이버시 확보"
2,단독주택,아이가있는집,null,60,대문,cause,석양 시 시각적 연출을 원함,selection,action,서측 루버 그림자 길게 드리우는 입면 계획
2,단독주택,아이가있는집,null,60,대문,action,서측 루버 그림자 길게 드리우는 입면 계획,result,result,일몰 시간 아름다운 그림자 효과
2,단독주택,아이가있는집,null,60,대문,cause,외부에서 창 존재를 약화시키고 싶음,motivation,action,루버 뒤 창을 숨기는 배치
2,단독주택,아이가있는집,null,60,대문,action,루버 뒤 창을 숨기는 배치,result,result,"외부 노출 최소화, 내부 시야 확보"
2,단독주택,아이가있는집,null,60,거실,cause,빛이 아주 쏟아지게 들어오길 원함,motivation,action,6m 통창 과감히 배치
2,단독주택,아이가있는집,null,60,거실,action,6m 통창 과감히 배치,result,result,"실내에 햇살 가득, 개방감 증대"
2,단독주택,아이가있는집,null,60,거실,cause,이층 채광도 충분히 확보하고 싶음,motivation,action,2층 6개 픽스창 설치
2,단독주택,아이가있는집,null,60,거실,action,2층 6개 픽스창 설치,result,result,상부 채광 확보로 공간 깊이 강화
2,단독주택,아이가있는집,null,60,거실,cause,자연광 기반의 갤러리 같은 분위기 원함,selection,action,대형 창 면적과 얇은 프레임 선정
2,단독주택,아이가있는집,null,60,거실,action,대형 창 면적과 얇은 프레임 선정,result,result,작품·소재 질감이 잘 드러나는 실내광
2,단독주택,아이가있는집,null,60,거실,cause,봄 벚꽃 시즌 실내 경관 연동 원함,selection,action,창 높이·폭을 벚꽃 시야에 맞춤
2,단독주택,아이가있는집,null,60,거실,action,창 높이·폭을 벚꽃 시야에 맞춤,result,result,창 너머 벚꽃 뷰 연출
2,단독주택,아이가있는집,null,60,현관,cause,답답하지 않으면서 단열도 확보하고 싶음,motivation,action,단열 좋은 무거운 문 + 대형 픽스창 조합
2,단독주택,아이가있는집,null,60,현관,action,단열 좋은 무거운 문 + 대형 픽스창 조합,result,result,시야 개방과 열성능 동시 달성
2,단독주택,아이가있는집,null,60,현관,cause,현관에서 마당을 시원하게 보고 싶음,motivation,action,현관 측면 대형 픽스창 설치
2,단독주택,아이가있는집,null,60,현관,action,현관 측면 대형 픽스창 설치,result,result,마당 전체 시야 확보
2,단독주택,아이가있는집,null,60,아이방,cause,아이에게 하늘·구름·비 감상을 제공하고 싶음,motivation,action,천창 설치
2,단독주택,아이가있는집,null,60,아이방,action,천창 설치,result,result,별·구름·빗방울 관찰 가능
2,단독주택,아이가있는집,null,60,아이방,cause,해질녘 따뜻한 색감을 구현하고 싶음,selection,action,서쪽 창 배치
2,단독주택,아이가있는집,null,60,아이방,action,서쪽 창 배치,result,result,노을빛으로 따뜻한 실내색 구현
2,단독주택,아이가있는집,null,60,아이방,cause,마당·1층 활동을 상시 파악하고 싶음,motivation,action,남쪽 창과 1층 조망 창 배치
2,단독주택,아이가있는집,null,60,아이방,action,남쪽 창과 1층 조망 창 배치,result,result,가족 동선 인지 및 소통 증대
2,단독주택,아이가있는집,null,60,안방,cause,침대에서 하늘과 외부를 느끼고 싶음,selection,action,적정 크기 픽스창 배치
2,단독주택,아이가있는집,null,60,안방,action,적정 크기 픽스창 배치,result,result,누워서도 경관·채광 확보
2,단독주택,아이가있는집,null,60,욕실(2층),cause,욕실 내 채광과 위생성 개선 원함,motivation,action,욕조 옆 대형 픽스창 설치
2,단독주택,아이가있는집,null,60,욕실(2층),action,욕조 옆 대형 픽스창 설치,result,result,자연광 유입으로 습기·세균 억제 도움
2,단독주택,아이가있는집,null,60,거실,cause,수직적 개방감을 극대화하고 싶음,motivation,action,1층–2층 보이드로 천고 약 7m 확보
2,단독주택,아이가있는집,null,60,거실,action,1층–2층 보이드로 천고 약 7m 확보,result,result,공간 스케일 확대 및 채광 심도 증가
2,단독주택,아이가있는집,null,60,거실,cause,프라이버시 유지하며 개방감 확보,selection,action,2층에 유리 벽 설치
2,단독주택,아이가있는집,null,60,거실,action,2층에 유리 벽 설치,result,result,시각적 연속성과 차음·차폐 균형
2,단독주택,아이가있는집,null,60,거실,cause,웅장하고도 부드러운 실내 인상 원함,selection,action,곡선 처리된 벽 다수 적용
2,단독주택,아이가있는집,null,60,거실,action,곡선 처리된 벽 다수 적용,result,result,곡선이 만드는 유려한 광선과 그림자
2,단독주택,아이가있는집,null,60,현관/복도,cause,좁은 복도를 넓게 보이게 하고 싶음,motivation,action,라운드 벽 + 픽스창 조합
2,단독주택,아이가있는집,null,60,현관/복도,action,라운드 벽 + 픽스창 조합,result,result,시각적 폭 확장 효과
2,단독주택,아이가있는집,null,60,거실,cause,집 전체 톤앤매너를 통일하고 싶음,selection,action,화이트·다크우드·블랙·석재 조합 적용
